state_code,municipality_code,risk_prediction,year,support_count,social_assistance_count,outpatient_consultation_count,hospitalization_count,carcinogenic_water_sources_count,water_sources_carcinogens_2B,water_sources_carcinogens_1,emission_concentration,marginalization,electricity_fuel,firewood_fuel,oil_fuel,brick_factory,stationary_risk_sources
2,3,-0.3634180948324643,2019,0.0,0.0,72.0,16.0,1.0,0.0,0.0,109.2925,58.83872263200001,0.0,0.0,0.0,32.0,40.0
2,3,-3.1317673773735692,2020,0.0,0.0,72.0,16.0,1.0,0.0,0.0,1.0584,58.83872263200001,0.0,0.0,0.0,32.0,40.0
2,3,2.7156326620799325,2021,0.0,0.0,73.0,16.0,1.0,0.0,0.0,115.04,58.838722632,0.0,0.0,0.0,32.0,40.0
2,3,-1.0682769731232598,2022,0.0,0.0,73.0,16.0,1.0,0.0,0.0,1.0773,58.838722632,0.0,0.0,0.0,32.0,40.0
2,4,108.3463877712771,2009,0.0,0.0,1545.0,12305.0,0.0,0.0,0.0,56523.865595516,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,136.173204605246,2010,0.0,0.0,1589.0,12382.0,0.0,0.0,0.0,225415.742072,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,136.173204605246,2011,0.0,0.0,1661.0,12391.0,0.0,0.0,0.0,234688.713134,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,120.47061333847961,2012,24.0,12.0,1757.0,12403.0,0.0,0.0,0.0,229225.90862499998,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,116.83005657313903,2013,24.0,12.0,1777.0,12408.0,0.0,0.0,0.0,354902.09624,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,112.41021855506798,2014,24.0,12.0,1778.0,12408.0,0.0,0.0,0.0,198367.87000000002,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,86.85948789388445,2015,24.0,12.0,1786.0,12416.0,0.0,0.0,0.0,52631.1649,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,51.2997875515393,2016,79.0,12.0,4591.0,12581.0,0.0,0.0,0.0,70499.14259999999,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,91.71416295453243,2017,79.0,12.0,23912.0,12581.0,0.0,0.0,0.0,309144.2622,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,-50.715877678970145,2018,79.0,12.0,24168.0,12581.0,0.0,0.0,0.0,59743.318,632.369447156,0.0,0.0,0.0,4.0,5.0
